,StockA,StockB,StockC,Bond,Gold
2020-05-04,88.39312591013156,96.0024191841696,119.61635685486675,103.06854529084379,107.8789784149716
2020-05-05,89.72805597097404,97.66487933762535,121.36882253265222,102.02773410660598,108.667322541599
2020-05-06,88.78696232495003,96.79315169390846,121.64830554531719,102.26301030518886,109.01656021785426
2020-05-07,88.35986833392415,95.40419005615762,121.72795079668913,102.19975826324527,107.387625499191
2020-05-08,87.84826299297683,96.15401850680853,121.18740708643018,101.60062762589178,108.93086299969023
2020-05-11,85.92115601095128,97.79885911854899,123.83285807926904,101.10950965386887,109.26272982991149
2020-05-12,86.3269045526645,98.82067571212924,122.50232836697124,101.87447227346951,109.57884135527414
2020-05-13,86.68810127097906,100.24325866910986,125.12363551054464,101.34272472845134,109.60320706517048
2020-05-14,86.71097411993055,99.20895947603744,126.01875558463243,101.27042717290516,108.91367130032796
2020-05-15,86.4167021912914,97.27084686270219,123.68364870283975,103.63100263230774,109.25601093932771
2020-05-18,84.5832106812741,99.37516461632507,124.34465014119152,102.11214764409759,109.9629829408966
2020-05-19,84.0568047188016,98.95242959196294,120.88291643856085,100.16335095485869,107.55932977360906
2020-05-20,83.63322290077724,98.63115512904315,121.9559411186977,101.01401777672694,106.85381727273406
2020-05-21,82.62939258517427,100.51970986965905,123.47391722847753,100.316752050664,106.54067383147702
2020-05-22,82.44127565231814,101.33765574149332,122.5234237432092,100.00275921467285,106.92824631526172
2020-05-25,82.96733142213871,102.01811345753906,122.769924700528,99.20542318291922,108.61702581655072
2020-05-26,85.40962762601525,105.20300323216144,126.11843880803791,98.95572760943222,107.58210261880778
2020-05-27,85.65371000556851,104.28361853336727,125.2951036305044,100.65544165886618,106.9324719312899
2020-05-28,86.0074829723682,105.68336483106458,123.54409585191839,101.53008808121291,106.26686873042985
2020-05-29,85.92563648341827,105.79753286242419,126.10069706477127,102.47710384491693,105.21406980666366
2020-06-01,83.45801379440422,106.22761002453991,129.55491088947346,100.98308133199427,104.78149687864651
2020-06-02,83.43969366720037,108.56713955938635,129.60410536272335,99.78873588381016,105.86022583137267
2020-06-03,83.53204209317275,109.37606249842644,131.4427675976872,96.8728879875117,104.47228311533341
2020-06-04,86.75267339320638,110.23825182455933,133.90724493775,96.0719752594749,105.0837878961556
2020-06-05,86.51407246864495,111.94557207887601,132.6053781895218,97.06451311647997,102.84621660648232
2020-06-08,86.92983069399114,111.40307816157761,131.77632747044623,97.61464523483663,102.14198948043067
2020-06-09,86.89986036216143,110.12584994008672,134.0452527766232,97.40818169384016,101.74517580209785
2020-06-10,85.37739806577017,108.54877707991726,137.19811958254382,97.40608818293937,103.99343573066642
2020-06-11,86.8977920214464,105.6158289738209,138.29810907770212,96.72330362333796,103.66223021510083
2020-06-12,87.9184733215908,108.74643116266984,136.69797239351095,96.95254802437903,100.8061999424918
2020-06-15,89.00431118361826,107.10106688409653,140.48923161667517,97.75772887081806,98.28401914235563
2020-06-16,87.7921842666259,106.79777738199026,139.5242019369355,96.13037305311323,98.3604602542708
2020-06-17,89.71130503431668,106.41212261669801,138.9353877122504,96.45445312565452,99.17282092428643
2020-06-18,87.82605701491106,106.90306862948955,139.6298187596263,97.42606476084677,99.68623263708358
2020-06-19,88.63375177314843,108.16721541986097,142.65990114586523,97.02219875024838,99.93505869329333
2020-06-22,91.66812566474036,109.51522794571622,144.37418694926717,97.76089975419563,101.47290495601642
2020-06-23,90.30765344039007,108.6505227531328,145.23901069478794,100.72052530493714,100.80623970380482
2020-06-24,89.54607159638945,108.42540129829146,146.20527966358569,100.63146462233277,102.0065485225818
2020-06-25,89.69920282871429,108.88759038353774,146.34003420695078,101.07025960329543,99.92417393653777
2020-06-26,89.02818693739012,108.53733000558378,147.50380630976346,100.30988538343107,98.80285738965394
2020-06-29,86.9593002415991,111.05091411427823,142.56198119970767,100.52276652222136,96.56850700686327
2020-06-30,87.06663112077003,111.85180337858016,142.0347652360326,101.03224027865083,96.26089575048475
2020-07-01,85.68042446236697,113.04577507679352,142.54869184513382,101.26113241675125,96.23644855822633
2020-07-02,86.31883930767147,114.13680459007954,140.38058334227776,100.20198379832455,96.41041809216735
2020-07-03,85.13022599781593,116.06928780315171,141.16666981827325,100.44116679396575,96.51993289343918
2020-07-06,87.18699525242012,116.39760501157149,140.82098251444728,102.0199532609584,95.40910667108088
2020-07-07,86.16555794941331,114.32457426232293,144.2714241924874,102.52446372423958,95.20861181957406
2020-07-08,85.75841380014747,115.00125766638816,147.44004971506874,103.58942192127532,93.42638061328695
2020-07-09,86.84741278959076,113.9836716127766,146.55711980582376,103.35346749558087,95.10930027894156
2020-07-10,85.2448157709316,113.17037662139992,146.30492452669355,104.19429096996463,94.77129075086185
2020-07-13,85.5575457681914,114.13965025366628,146.2059916942648,104.5231435961808,94.2100011178741
2020-07-14,87.30010696084484,116.17808057651987,145.3584178205784,103.50475020275984,96.18553195238391
2020-07-15,85.19736368677194,116.24510877146864,145.79253298404103,103.87431423288338,94.69495571257578
2020-07-16,85.45397141807621,116.78376433894914,144.3440958595771,102.81811468698628,93.3673002215066
2020-07-17,85.80997811177362,119.64793884093459,142.18812590167545,102.15756790128975,92.09299538757962
2020-07-20,86.85754974322424,120.08726856448575,143.44481065403235,102.38307001267393,92.04405036732778
2020-07-21,85.24683587362979,124.59952208411593,144.7260237438697,102.7256320439892,92.58734950492648
2020-07-22,83.55928472691319,125.62981248318599,143.19849195675192,101.47001906380213,93.50314276733029
2020-07-23,84.24412061225658,122.58947198283026,145.0008382108553,102.62330316256372,96.67709074550021
2020-07-24,84.64306779172026,123.93025759158431,143.80789209944206,103.26474066760261,93.95532827847191
2020-07-27,84.98349979709715,124.63129714912753,144.35148613597337,102.52379916764637,94.72517934478371
2020-07-28,85.45051961527163,126.94900649848111,146.01928659396887,100.90018895035205,94.08164508288182
2020-07-29,84.58276045993031,128.19279724884873,146.00062489977887,100.7679591763325,93.40733596272077
2020-07-30,84.89928131294045,127.9787956129719,146.95487448438428,100.31768238650001,92.69812826729755
2020-07-31,85.2962311121576,125.82786314978529,145.97430082049064,100.45856929403479,91.65340001504623
2020-08-03,84.38575767268101,125.4931378587489,145.63269587059239,100.09686024159437,93.69029448045602
2020-08-04,86.84271362234057,124.03462576891332,145.27332912044605,98.02591045411874,94.74181589596132
2020-08-05,87.49011037763464,123.05970137299065,143.85294856895453,97.64703780058865,94.80230711103155
2020-08-06,85.92758982070043,124.11754169776916,143.55475419951574,97.35432442975522,96.49487083462421
2020-08-07,86.81024274293819,127.1037802832872,140.60885411229478,98.02639222953134,94.6702172895189
2020-08-10,85.54259249303703,127.84707877063919,139.71865160965876,97.32972173284762,93.09726943755334
2020-08-11,86.59386295512506,125.74862850272646,139.2241657091457,99.08500833818277,90.55939194410182
2020-08-12,88.15716754138447,126.57289934742803,138.7855891094833,97.13285796164551,89.77990450752408
2020-08-13,87.0745415064885,128.7578910801116,138.3760257691466,98.50300626340056,89.99721477827704
2020-08-14,88.38244094290324,127.69325752181655,138.30537196216176,98.29176237481813,90.14688442338343
2020-08-17,88.95827516804253,127.488052347798,139.25610422158928,99.2058188585061,90.35073961980693
2020-08-18,90.0996701024016,127.54978956591955,140.9688685278885,99.31030553344897,88.75789345184121
2020-08-19,92.76695669722363,126.18383603136185,139.77451210134288,100.52950312284881,89.70893564559148
2020-08-20,92.43687275893497,127.37549185253269,137.55092497314527,100.14199173471098,90.01614549427379
2020-08-21,91.39515012287667,127.19418564700402,135.6597538214988,99.01230107710899,90.89877455981261
2020-08-24,90.17784725570873,127.98277603823107,134.8081285050624,100.52452613129066,88.74538764192066
2020-08-25,89.07703827483735,126.42953876712495,134.20857544251243,100.42598379410231,89.13154535717338
2020-08-26,88.9886587890194,125.68855757566801,132.85405453557527,100.68179700386293,87.81172130335474
2020-08-27,89.47044647489167,127.00789602689126,130.5754326085328,102.01995586509214,87.3943884533859
2020-08-28,89.86626736767377,126.37839490684195,129.81059354018265,100.93985006662255,88.02633971639547
2020-08-31,91.02643911271633,129.52297990323336,130.17419539973514,101.59586366807198,88.15940640342433
2020-09-01,91.06143411762736,128.83241490037227,131.27526163530166,100.98882923442164,87.22993849970257
2020-09-02,93.12420491455282,129.2762358696972,130.3266238567359,100.86999714469039,87.26665975398714
2020-09-03,92.7655281781716,131.02020354524197,129.63925969207273,100.96824551684223,85.59560351739496
2020-09-04,96.72120019134582,128.46686440883892,128.05761861003847,99.40833741591797,86.8993991473125
2020-09-07,97.66861237509416,125.35778378161635,128.045037683085,98.61814711937599,86.70003020949237
2020-09-08,96.41541854841923,122.72937035426408,126.61757276094743,100.05124226234958,87.98479109534934
2020-09-09,94.86791456934223,124.96392846317481,127.6505227177614,101.0099310050079,87.42140658215001
2020-09-10,95.58775792038472,124.03171812061893,124.62817061032342,100.96490223237376,86.86492776492048
2020-09-11,95.27955798715331,128.61346519050105,124.06088432226532,101.24505569350588,86.04561229748951
2020-09-14,96.34282190558386,127.63177747546337,124.61106672130902,100.953638921638,87.04920975910382
2020-09-15,97.06015721518982,127.99915793726066,124.96419732790243,102.42661073230042,86.28883189360118
2020-09-16,96.97018910655298,130.84329159842585,129.66921192668644,102.23272624429207,87.035951130571
2020-09-17,95.74111990713587,134.6267040638093,130.33055624546353,102.50423102604461,86.63885495825943
2020-09-18,93.5674365469296,138.62756062461034,128.60509386671103,103.76970751185122,84.49602405918506
2020-09-21,92.94836160815339,141.04393591408646,128.48052257990696,102.94643624187026,83.90777162391174
2020-09-22,94.19036934002672,143.130759097543,125.45493361121645,104.67091613111381,82.6744930287888
2020-09-23,94.51660792297898,144.3691543461625,125.35875658852011,103.02102358801784,82.73865887540364
2020-09-24,92.75140411239865,145.99953904580093,123.98716102044654,104.82486169338223,81.5107310360226
2020-09-25,93.01448198481364,144.91177763488946,125.58192434194653,104.43692819150978,82.51420894016583
2020-09-28,93.58120896817806,143.29273215287756,124.68779675061424,104.1928094762014,82.44577436010525
2020-09-29,92.34277285211991,143.3256903931179,124.53093301660019,102.16327240292664,82.28588654466684
2020-09-30,92.57716073726883,143.0225585678318,123.49971020093588,101.69729046854039,83.01039271207985
2020-10-01,92.67675901687657,142.15278169930704,126.49713357295602,100.61228986673018,84.07329112082196
2020-10-02,91.08886756805302,143.5924127778809,125.98710455241762,99.9924562488056,84.08019345462647
2020-10-05,91.60531221901033,145.57603023516407,129.2094794786927,99.86939422526,83.27964002213211
2020-10-06,92.41093340204357,145.79768489339247,130.6913250162261,100.90231935498697,81.43092432306922
2020-10-07,93.97070063275588,148.90193043811425,131.59441597694374,101.14449521232459,80.74387169039328
2020-10-08,95.51408926020083,146.56961796402362,132.29964525130976,101.49405194695777,80.13344822712534
2020-10-09,93.54146119879952,146.21132118367348,133.05400655227032,100.3523827605467,80.2710437289832
2020-10-12,92.22745265319648,144.7841410674904,129.65339876877286,99.44800038573347,79.94311519612883
2020-10-13,92.97351752559472,141.07013173919336,129.20506554649802,101.36943761344183,80.68019599479378
2020-10-14,93.7238281235932,140.9452063642195,130.7419878826804,100.60983561684367,80.07460405492569
2020-10-15,94.48201571018534,140.7430019642819,130.69810398628013,102.40007111453026,80.0431821517285
2020-10-16,100.23082272682436,143.81229458835506,128.26602421478685,102.16032394397291,81.29761230763825
2020-10-19,101.1279185847046,145.1347509638175,128.21685464516528,102.18455821129837,81.68318745380564
2020-10-20,102.91738136047417,143.0978462509742,131.26671441638925,103.36377376613757,81.64799140056219
2020-10-21,104.44828246595176,146.9210334000375,133.55595884669333,104.77851181360329,81.04662753942277
2020-10-22,105.51285615869833,149.50861656621498,133.4873307170801,104.6787376425658,80.41736445764246
2020-10-23,105.02519493283005,150.7800655094101,135.27061773505838,104.27426560580466,79.57046848630623
2020-10-26,106.27022341572412,150.34202015798869,134.64229324961258,104.23514966902579,79.04626215478535
2020-10-27,105.04195621928932,148.36714507364545,131.6010883177426,104.62871424341706,79.84451879019046
2020-10-28,104.6819041994139,147.6330803132023,129.99945947008518,105.636945900352,79.64434504919346
2020-10-29,103.92757028243946,149.95382026422297,132.8363246308015,105.66416359735737,78.3018695388956
2020-10-30,104.077014961709,154.02625605045773,132.38579065421195,106.37706046358994,80.12809559033322
2020-11-02,107.84460178484983,157.45122171434977,131.99172646763097,108.2495883872999,80.4855185072072
2020-11-03,104.82999282153172,156.41527834400605,131.4978222846516,108.70787958188954,79.07077034585559
2020-11-04,105.95490489087192,154.01310611916813,134.99251087694864,109.08813874785794,78.64997906400694
2020-11-05,103.39456639090278,154.3615522834216,138.05671840192585,107.38166710545723,78.78890273002705
2020-11-06,102.6705824096686,150.60961153571776,142.33356123338038,104.47269993615689,80.56066348094065
2020-11-09,104.41293147009793,151.33802763729904,142.07277245140565,104.92280072708465,79.44900892660823
2020-11-10,104.5349621430647,151.06594409089075,142.6921916854459,104.84052252592544,80.47884973838255
2020-11-11,102.84636556147959,150.120193717709,139.82479265566855,104.29648614490266,81.96671099191316
2020-11-12,101.74707676348265,146.8298554989403,142.70912423529637,104.58633149950296,81.3350865166818
2020-11-13,102.82843599519292,147.9358688403717,140.5065308476251,104.5421674739101,81.0732209843582
2020-11-16,101.70592305118511,146.8718777451284,140.96785444293843,105.8124856291388,80.02827927078789
2020-11-17,102.06188117342504,144.51395111569445,138.92524772085443,105.9309619423035,79.84654419127585
2020-11-18,102.15195328993698,138.82825174085136,137.8623535484798,105.12421338293156,79.83618407587404
2020-11-19,101.15852345696862,138.81302267437903,136.34615044554928,106.24766960647216,80.54300938649777
2020-11-20,104.54734103280224,142.35769823220568,135.26801067426499,106.02783456506705,81.70675254829291
2020-11-23,105.58472685810956,145.76505741605476,134.3239513703847,106.63952681692983,80.95282129056594
2020-11-24,102.38595258267648,144.87071679676274,133.36988816933427,106.12787366546368,78.95938426247183
2020-11-25,102.69718815627982,143.68816079171495,134.93464893935305,105.4272654934277,78.96470418830863
2020-11-26,101.68262547930966,144.67922375764587,132.96578864168043,105.54315340423219,79.29001387989268
2020-11-27,103.0350989617284,142.70051081426206,133.40918716396754,105.57989770094267,79.57155097822447
2020-11-30,101.81357240483395,143.34755213865682,135.68238939216738,106.13683595397421,79.2652891777669
2020-12-01,101.65407148260441,144.9413510247906,134.78296010830323,105.85984245234957,79.41944509470031
2020-12-02,102.46065683375205,147.50631231916805,133.51718445818568,103.8564372574293,81.00830537466815
2020-12-03,103.84461900122571,147.3394565229466,133.143038537911,103.40668619002595,81.43424824230102
2020-12-04,101.9760005576166,146.95856810824347,135.3413033071368,104.29612099730096,81.07216983774723
2020-12-07,101.47485626933923,145.19446220176155,135.74380843192276,103.99249387284281,80.5803037809586
2020-12-08,100.75967389586644,143.5547209607883,134.8109290634947,103.74539227569038,80.4320345559992
2020-12-09,99.77714763919604,143.13767712481825,135.74582869944118,104.84993265141065,82.16909023951602
2020-12-10,102.52492637513124,143.91943302863302,133.76980952468878,104.08968318445379,82.00372908880416
2020-12-11,103.18060327462,145.8219373474444,135.0597886684058,102.43565101200582,82.01078222155053
2020-12-14,101.23015608514541,144.22320094594795,135.8572527227932,102.28448441382108,81.5319513917975
2020-12-15,102.67923237084977,147.32534411457067,135.3342116415727,101.78648392580637,82.71933419758952
2020-12-16,106.08366414924622,146.805094081493,133.84340369194462,100.77849360880225,84.85727205068025
2020-12-17,107.79084303472999,146.80168832675167,132.28245340909234,100.61416096906237,85.37896718590464
2020-12-18,105.33630453930003,145.3065974199274,133.29214228047155,101.15733276463207,85.49889229865887
2020-12-21,104.57906021942351,140.47248943801932,135.58367395359622,101.16900683635308,85.56841614940419
2020-12-22,106.64344485574024,142.27028087612916,134.45772459740212,101.51790538188088,83.0154352188646
2020-12-23,105.51588051338656,143.79293526084714,135.34324201560065,103.49532100827889,83.84244869876122
2020-12-24,106.25373358727425,143.26458766361614,131.598576092373,103.14463641886407,84.01566664124618
2020-12-25,107.5390679313674,143.43949098357623,130.59928487539887,103.46917557093049,84.50800610130263
2020-12-28,106.04608543646717,144.52472279675342,130.5871296266325,102.93828657857912,83.76764006915232
2020-12-29,105.969331035442,141.42100307243808,129.0237810877417,102.0475189366409,83.3833081707607
2020-12-30,100.8666862640714,140.4110761301311,127.43264749365169,101.44310816254576,82.97241576620237
2020-12-31,99.31830067938515,142.0285414017875,126.32202040455414,100.95495568334303,84.0971585355748
2021-01-01,98.9540467734524,139.5825580429638,126.86684632944937,101.35907864257729,83.71744158873864
2021-01-04,97.10293485415448,140.19921717486284,126.58568809405256,103.91738374584058,86.0167904211365
2021-01-05,99.57440036807714,137.58655770869535,122.83044686110065,103.15947855542431,86.52365805748899
2021-01-06,97.43974552462032,138.5309662422734,119.37729491653212,102.73019726452497,85.14622946694399
2021-01-07,96.80462227042173,138.49993140989702,118.43496136000364,102.68387936806253,85.03466952078841
2021-01-08,97.01625067237491,135.42535205828125,119.21382012122477,103.13432737701946,84.35445336523657
2021-01-11,99.1953241639963,137.70135270024156,114.8787395693351,103.44272870683602,82.03760810706729
2021-01-12,97.06030956928502,136.32314946021674,114.13812034081828,104.8720106958263,83.76922234781863
2021-01-13,98.81946680258194,134.8151350958758,113.36138045760258,102.25060763773641,84.55810027027304
2021-01-14,98.85327471077231,135.23366926415235,115.56047732729162,99.73612809152742,85.16827571986605
2021-01-15,97.3996028119386,137.47529667523196,114.99474211705775,99.23831450891967,85.37848739166421
2021-01-18,98.10811093755338,135.56184452239316,115.63343155873918,100.41198015889972,83.90459497173346
2021-01-19,98.42530199657799,135.71720151125848,115.89398392122511,98.79264161553334,83.41330999020869
2021-01-20,97.54468413519072,136.57647447596057,112.62072320313219,95.73598231324064,84.34892921156238
2021-01-21,97.66692970026133,137.95326162222278,113.84115506731167,96.33353322811608,83.2458199704214
2021-01-22,97.11151982519715,138.3345651565833,114.21278613647527,96.60137821290142,80.60928591743057
2021-01-25,97.29820499744399,137.6601692275832,115.04300179076745,95.5200819066686,80.40180538843987
2021-01-26,98.306036090058,136.10415638081278,121.39372107996924,94.55495331781316,80.28283503348196
2021-01-27,100.73667146918099,136.30704863249917,118.03968798270374,93.61513216027161,80.45014262787545
2021-01-28,98.86727209990805,134.30338640965041,120.88131743632455,93.7440366244512,81.23424141223484
2021-01-29,102.162295978414,128.93032102705365,120.44928588765683,93.14821882918024,81.93023919697691
2021-02-01,99.1778755919286,129.76076144919816,120.96078013116116,93.65360587789205,82.23102981172363
2021-02-02,98.96645231541802,131.45824796608488,120.92574675633108,90.90215733194586,83.53213456734161
2021-02-03,99.8788287608779,127.19453100769711,120.26957811796682,90.10559659071247,81.94581707268438
2021-02-04,100.32729129968097,125.43492227396264,119.38031833568603,89.06341649848139,82.50679574741663
2021-02-05,99.39549824459603,126.56762266643653,119.95607466634209,88.8424813092118,83.20186619975792
2021-02-08,99.09825167934639,130.3216280809745,117.54470860853223,88.35983186586941,81.91532100125427
2021-02-09,98.37267055223639,130.39593949941494,118.79001398337175,89.12361792775364,80.37632915988016
2021-02-10,97.50869415469842,129.10282200856346,118.15835826550358,87.41581331603628,79.63687766004158
2021-02-11,98.80137531199284,128.80672969340634,116.3943713285549,87.47630115079374,78.98982754722607
2021-02-12,99.36037530423143,131.35933366190181,115.72221082793341,88.01040560985871,79.7852117935928
2021-02-15,98.33199491816805,130.20688346154205,117.7567929940746,89.76554120372772,79.1847553207042
2021-02-16,99.71175196412165,128.78656940917256,116.94097201068918,89.33075569359701,78.34506774913505
2021-02-17,100.19974202300214,127.9502164604857,117.55123469042448,89.65531175321205,77.75835153510634
2021-02-18,101.4711075985502,126.2803350174647,116.4266379195021,87.98865551903589,78.91069403842747
