Day,StockA,StockB,StockC,Bond
29,-0.007260636969752077,0.01610677290307353,-0.008125606116740274,0.009220631066899708
30,-0.013315559522372157,0.009152204471580603,-0.01968822884890448,-0.013155136246941878
31,0.010231120684687272,-0.02921135208328251,-0.00048794636070162385,-0.008372363017344363
32,-0.009180519803713892,-0.00553289760402116,0.016861809245990775,-0.0011252368952319495
33,0.014819773081887729,0.000698003835644684,0.01888872939337586,0.016162515157807096
34,0.010542994316677962,0.017643793564642612,-0.0005060431363889172,-0.009083453198973218
35,0.004961250157655591,-0.022443872735537065,0.011708212148857342,-0.0008369993900771327
36,0.0019451253410639195,-0.014467444348801713,0.008462832938386846,-0.014912260753554495
37,-0.0033320853713885547,-0.006728548422513257,-0.0077733083344860565,0.002640965093438936
38,0.012453173185369091,0.00830029778420949,0.002708510342861603,-0.0050704575065657525
39,-0.022805934812241267,-0.03135365678562043,-0.005453515045457239,0.0010536038310044896
40,0.023346172886910092,0.01196537025762956,-0.005052074816055642,-0.004595745454718448
41,-0.007756989788726077,-0.011045296058553955,-0.017662359314612124,0.01741665935918194
42,-0.004670740066787839,0.005142700765839715,0.013528431951555554,-0.008116337999178798
43,0.004459061300434233,-0.0010695641685045242,-0.0025161570101747527,0.008574717886120665
44,0.010379984558498673,-0.0167041030864953,-5.566576122866462e-07,0.02578796975694819
45,-0.018208820763909082,-0.0060050746536255565,0.008031599493462788,0.0024689274752967756
46,0.010799903574017543,-0.00037275746526280613,-0.004417717980790815,0.0002833321806474101
47,-0.00385214215605018,0.018479195612530648,0.016835454083868717,0.010107147210323904
48,-0.01323609813678841,0.008935529287884773,-0.00020245274035899497,0.0039954737306789915
49,0.014128461481987192,0.010320846456794583,0.007114814284894927,-0.009064521238606871
50,0.0026131673472597327,-0.0032249953366611816,-0.015425163292124048,0.01077750862933386
51,0.010687422215872842,0.025345000205285954,0.010123752024379583,0.008892749766282303
52,0.02838747686597061,-0.03535530466114902,-0.019874083457597037,0.009710831474394875
53,-0.007448859465147368,-0.018088489703866197,-0.0066309261795823434,0.004959271282450926
54,0.006990027608848138,0.007763328638399013,0.013097023772644451,0.002037753624657511
55,-0.04296565165904129,-0.0031685853241847,-0.023848819098135427,-0.018981450685165165
56,0.017069257859905526,-0.0019463331774888328,0.0009032390189719324,-0.009544030493087094
57,0.013653114026523328,-0.0020537449734944536,0.012831785738370087,0.002673237988022929
58,-0.00118039294058158,0.016837167736119315,-0.0206567909149092,0.008973258542821008
59,0.02581579493227081,0.01579509160434111,0.025593244126179318,0.0117973697289728
60,0.010153403494863251,0.01170290246921119,0.0028515820899608422,0.010844825947126003
61,0.012203070872816715,0.01413628357563625,0.016964849978567263,-0.004162031995615441
62,-0.022493336175289393,-0.030415969459372506,-0.0035574603067391993,0.0037330867099112475
63,-0.02110095817904428,-0.03926900066598862,-0.006124523651400655,-0.011099308058033192
64,-0.021643449546078622,-0.0058089417202916716,-0.013969742859437544,0.005751216189113035
65,0.00463089057396356,-0.006552510387681794,0.04251223592117054,-0.011748153652588274
66,-0.002309806199964721,0.02457407574028338,-0.011633011398597915,-0.010879369322156197
67,0.011827104437325198,0.014033231931667596,-0.0114205201420336,-0.011156543614579512
68,-0.01721333251200762,-0.018478961434842265,-5.542801645662691e-05,0.0010162698809523013
69,-0.00700410623566549,0.004066459111316772,-0.0008399090633820676,-0.0037527412755522334
70,0.009614946341400067,0.004235330933486762,-0.019318274776038553,-0.010363903282348711
71,-0.04509825758453214,-0.007991015843004197,-0.012609420728462585,0.0017614447294200825
72,-0.008854837438053329,0.001902960743825396,0.0013336933594638469,-0.0052977468624362195
73,0.01688738423622442,0.0025276652565006503,-0.0003560320661730962,-0.005145826130512082
74,-0.006933341719798281,-0.007996523691269379,-0.01706236713166335,0.005275477955722122
75,0.007469484943867676,0.017505199197297795,0.001720610915385832,0.008859625894288185
76,0.005281164007993116,0.007661527523316557,-0.013300753908238696,-0.004035242658323126
77,-0.009785096311575234,-0.0064499098738732795,-0.0016425503895881783,0.00945993090558691
78,0.00016313413187680063,-0.00783878802718619,-0.02297532699694313,-1.9516411631887343e-05
79,-0.010217892214008139,-0.0023996233783845577,-0.008601843144542527,-0.0020590811402262906
80,0.0008298236129985846,-0.0128886592099683,0.007011171169737068,0.01909245700682627
81,0.004829777637505532,0.0269975496792048,0.0007751982330289739,0.011665305846391227
82,-0.0014169289277638803,-0.010589917758502515,-0.00715833949654507,-0.01004640380169913
83,-0.004064692660248774,0.010951315595892715,-0.008890672526259687,-6.986489875854271e-05
84,0.009606555000011415,0.014981841969285212,0.004245088186707586,-0.003007220489676603
85,0.014107383552577547,0.009210256572329078,0.0045466306785742665,-0.002822756359860687
86,0.006028020924294052,-0.0031206401330637814,0.018762029294775183,-0.01433243029270203
87,0.007391837143763794,0.009870721867734442,0.004614934569030084,0.01639685898519352
88,-0.011326745798090326,-0.0064600969454387544,-0.007260820723863362,-0.011344808912088855
89,-0.0004986558364617531,0.00580968481786562,-0.002392044332868488,-0.007366491145388255
90,0.006708124984104089,-0.019115212312251738,-0.007127345221967862,0.0024059955535229525
91,-0.011480478406644675,-0.00247951185970774,-0.0073622893913455455,-0.0007871129152202192
92,-0.008008374084150545,0.005265971804769996,0.0012489054919693169,0.005021050661348104
93,-0.003919676855794866,-0.009968865967174776,-0.038164067157093806,-0.007990840325162257
94,-0.00322030822551669,0.0029883014226664713,-0.03126114032365478,-0.006920000092493252
95,0.00109315552868262,0.0028184010285576076,0.031562112744980976,-0.005594481576403162
96,0.01090448421804808,0.006973390148863733,0.0038532613232723834,0.020306352916992648
97,-0.019490030802050667,-0.010858319630376832,0.0025351662919203613,0.002012912901416163
98,0.036808548675478815,0.006694762491136405,-0.0046491130722646455,-0.0007288528050074204
99,0.03317651229734296,0.0053961916059534695,0.014152432921420394,0.015221170144883866
100,0.015572271704941128,0.02250112396707103,0.01644686595228904,0.004107675982560757
101,0.00918797470375759,-0.0059450699549996305,0.013956056628980789,-0.0017530094667210776
102,0.005995933608019758,0.00022707748386780537,-0.00985042992633089,-0.010294778304269434
103,0.03279869100596117,0.009077220065174434,0.007487413919001789,-0.003860803521325779
104,-0.01568085855266316,-0.010638823838128817,-0.02654680011879529,-0.00104243858743837
105,-0.011911618526763803,-0.03908335994693079,-0.020249761783269465,0.004484482126331063
106,0.0013261286308257716,-0.024375289571044203,0.0011424905602507157,0.003913134045881635
107,-0.030110765542291838,-0.0007577522547716723,0.00681780538740707,-0.02278281696580303
108,0.013829432274317028,0.00583130536085882,-0.01470118083902816,0.0030459005764665067
109,-0.03686639106261831,-0.015451171538112422,0.006586802817083788,-0.005463022607197949
110,-0.009818787196566293,-0.015296333691287713,0.01839741263347698,-0.004003218418228084
111,0.024698853714005667,0.012089411600447623,0.0065102574339584674,-0.005986942545497715
112,-0.0032377424105890645,0.013185390318543938,0.00863744805814242,0.010706819590637429
113,0.016830562081598274,0.004696745115086438,0.013398029118000185,-0.006263150955075343
114,-0.007827400072108399,0.008387375879276413,0.009361420085707638,-0.011628063373530971
115,-0.026418060753653664,-0.025408691128777867,-0.01050021818533649,-0.002731248863307368
116,0.0008196735622196127,0.006012071125253416,-0.00430357017040373,0.008535696266622475
117,0.0031963766432134754,0.012070619187180004,0.008875911353306922,-0.02124504752333652
118,0.03617899287610349,0.015071783089150123,-0.006471212914508663,0.0025046257678508145
119,0.002429484383824651,0.007886673866346974,-0.037608944057348895,0.01343730193935953
120,-0.010491588159744537,0.00019793696632424202,0.020723515539827805,0.0007166596143214668
121,-0.0032186873801073185,0.017933138596141623,0.017319200937181003,-0.009148540229367718
122,-0.014630383056309442,-0.02701636472463433,-0.016966101082132867,0.010729528314321614
123,-0.004890967984093549,0.014785216806010144,-0.013964913255399395,0.007293923749236658
124,0.010953495582405421,0.009759787995927478,0.0190773579294521,-0.01210262487260142
125,0.001530642966968511,-0.03424627824191516,0.0016755134167080836,0.001459290502408324
126,0.003659925894631505,0.009060202032812758,0.01346453262484655,-0.0074527946861335905
127,-0.006871956605465883,0.008356671408709706,-0.0008696103987188878,0.00011833268935655767
128,-0.006537665506414133,0.006246168660947022,0.011032022247570517,0.007532342338266422
129,-0.015009279084238516,0.0027432134034084334,-0.002650466018261868,0.006784183504546259
130,0.024610469745245722,0.009326809031400925,0.021344721604499916,0.008220513321034002
131,-0.009769562036037112,0.014182248496571166,0.02890344447559814,0.000746163700315014
132,-0.00811495069721202,0.010759966089808275,-0.0069126697797171795,-0.015488645467203025
133,-0.01109108895276404,0.007334134445475105,0.010800771315714833,0.0002968415121644214
134,0.010959017365911879,0.019311058034393577,-0.0014678741812751595,-0.0023282252166871476
135,-0.020126909884139513,0.0020377017918182124,-0.00964322324498491,0.013342320979708217
136,0.02669047907124032,0.03719309188652389,0.0189816650049202,0.004259036591685077
137,-0.009382218352850883,0.0020605152977048206,-0.002524700813180522,-0.0018631063340071477
138,-0.011223158683190038,-0.011917475342068256,-0.014724024653843539,-0.005947013759051214
139,0.004126789997011712,0.011984516773415022,0.001652268703901088,-0.0023195460282408003
140,0.017407144720816756,-0.014639751948057916,-0.016820845059709356,-0.003141886972717671
141,-0.022874928197467434,-0.0197004709530952,0.011275723278836622,-0.014484694371410875
142,0.020115513336776757,0.021518567142232544,0.018672146680670684,0.02043893797309949
143,-0.002036304551322963,0.0060972479315123925,-0.011415822239038979,-0.02092042090779893
144,-0.0002964599922974297,-0.018491447935251173,0.011917132370896219,0.008754577500751363
145,-0.00779358526073316,0.0010406350116429065,-0.007731450829618984,0.022349817137539158
146,-0.0002237697295005675,-0.005286645822902857,0.00255393073651664,-0.009097319227929978
147,-0.01730722414342713,-0.0004887118416699466,-0.006039583839934013,-0.005893611120368988
148,0.00011913238151981632,-0.0010074605280734395,-0.01592040598520894,-0.004637784366168046
149,-0.006159319042546732,0.008392062396970894,0.010010575893435104,0.004108813744419977
150,-0.01638317208815187,0.0032170482918774668,-0.013016198003867073,0.013025694929231023
151,0.010730576171673712,-0.022663168731647667,-0.0005447520633416192,-0.014242182880304825
152,0.03813777713186858,0.010908880873304102,0.006013578901890591,0.0036998631337858464
153,-0.007263380582075104,0.020600018495093624,-0.024896633376656846,0.004083636603760744
154,0.0064197099559678,-0.004374514727159465,-0.007508065490858327,0.002472763343458471
155,0.01831832312271473,0.014138106656063444,-0.012892582943994884,0.016993409740976274
156,-0.02692709215531368,-0.01811031428447858,-0.002763167474656606,-0.0054497918606349225
157,0.004059637189447393,-0.02093953959690105,0.015088056494044438,0.012524856176321136
158,-0.002568477593633939,0.001793459350775059,0.012940657971731016,-0.016676880518349244
159,-0.011709966989925097,-0.014980944063216133,0.005643294576704021,-0.015709727952216725
160,0.019978131550627554,-0.009586967465560403,0.0014378233481445563,-0.014506910556388902
161,-0.005412573336541912,-0.010169528918221751,0.03137749569557377,-0.003043552804155471
162,0.01319790208428567,0.006310550147204079,-0.018325857594343645,0.013599701033754765
163,0.00032484609265406763,0.02717835530023939,-0.021247523781667763,0.004699409304777498
164,0.0006017006172362672,0.0017143533128231667,-0.001873529307328467,-0.0010336804257078632
165,0.0032692679791695074,0.01155589725421983,0.007157867647136573,-0.003811630245396236
166,0.008741885508406709,0.003860821831413779,0.00966252691911479,0.015891105634381456
167,0.048748204693384325,0.02952748748200221,0.00833215638376169,-0.013226590550028594
168,-0.0013359060586714366,-1.3183196906726383e-05,0.018866687630595746,-0.008275967265374265
169,0.03149903636645435,0.0015813053874093768,-0.003350953543717069,0.0154475495819262
170,-0.02051524957955875,-0.001645152215938916,0.0021409505443238707,0.003070413156112632
171,0.02211034934993503,0.006666878897281906,0.01213172861756055,-0.0014220421244563102
172,-0.006571264199529441,-0.014492743805476898,-0.0032813611348302373,0.009352880118707756
173,0.021429169117913607,0.010665736605234618,0.0024032433361653354,-5.035970845779366e-05
174,-0.012454466218031292,0.012780168558701059,-0.009211328086296567,-0.0008621620919835669
175,0.015738009186990375,-0.0050841489960781324,0.009400116888655193,-0.013562980126844069
176,0.021306360905600848,0.002602130369432809,0.02692204944674611,0.01870948823390513
177,0.04275362563937211,0.010011539125557925,0.012907312313531356,0.0033432173589838343
178,0.010006991560299928,0.0013500559065314876,0.004995256300829743,0.011834606621312497
179,-0.0005860426885752293,-0.00415351822614956,0.0026454021524986164,-0.0011215787343892452
180,-0.022542264345837646,0.002609388745158301,0.016089169064752377,0.005564437287313988
181,-0.0036413377233400265,-0.0002768056516225657,-0.0008999436697966854,0.0032383283408846976
182,0.0016754937617220781,0.014957696600291927,0.004928892053156932,-0.007761601993806878
183,-0.01774285553359848,0.015458515562821785,-0.00973379316034205,0.005596787552878825
184,0.009107551525345786,-0.0022423178109306076,-0.021649676943019,0.011193520487588768
185,0.011198744279264247,0.02722115818918186,0.02701101809816152,0.0038477257808900867
186,-0.011643163708545713,0.0027969741960615652,-0.004773939285919446,-0.00783195911197444
187,-0.005415207548900715,0.01497887275450297,0.018759323481155877,-0.012409813767833434
188,0.01794554036018405,-0.006544997089710275,0.0172314998791762,0.026285557986170025
189,-0.006937723966352765,-0.012290493604806298,0.004442611469277536,0.004825999675539958
190,0.015217099330074969,0.020375330244549027,-0.021453899541200937,0.0034767808412431993
191,-0.022017491564219442,-0.008538392979614515,-0.007627650410821222,0.015081215943558731
192,0.02664506263061097,-0.003220265564870226,-0.006081416165257177,-0.003645603026529507
193,0.0035817132184106436,-0.009082267320777875,-0.014911562151693133,-0.015922124349908355
194,0.006906063487158088,0.009068904582761448,0.008565545485470878,0.007668162122669767
195,-0.013224512694727067,0.0109904848588738,-0.0017375668516575451,0.006531514236314014
196,0.0044552797285330355,-0.010440949653416633,-0.016170254954765453,0.004142400697583343
197,-0.012491899474740654,0.017144877605126282,0.0007428374883961253,0.003290637400079542
198,-0.01782458547531298,0.0005535625232173751,0.012619051441966601,0.008848485538509166
199,0.006981867329597858,-0.004767359887667044,-0.0013559709893842754,0.0003663876595181836
200,-0.015639350688583964,-0.004359428494669776,-0.008148846372595279,-0.0060344847739321385
201,0.004157180150421185,0.00946463383251682,0.002632068142133448,-0.0032330516325001367
202,-0.023777656266231004,-0.0062866649877665005,-0.007147463781981003,-0.0067153111739656594
203,-0.012811867254946124,-0.00915330856820302,-0.024685630084694536,-0.0160914639903708
204,0.004229295370208717,-0.010750394138779103,-0.004981509592711708,0.009780931612551277
205,0.02541385318137916,0.00785659970489826,-0.022611961425351393,9.456039300730492e-05
206,0.023241043929930885,0.002774881217731459,-0.01592310678186847,-0.0024882480697462034
207,0.0007140908300710311,0.0006096786521510515,0.018654608739979064,-0.009429100720236337
208,0.006255665093411216,0.017081633413780287,0.011914283258872813,0.004689938545883807
209,-0.02578815662351342,-0.002141894908445846,-0.021752240058574145,-0.0036982592068389164
210,0.003965975003330401,-0.011649728143481483,0.010859559344726722,0.0024204360329926353
211,0.0014644727943980262,-0.0068566675137471285,-0.004820459100639589,0.02383328610466136
212,0.0027973321685181205,0.008735319480718292,0.013863589170574214,-0.0045118530216963545
213,0.023016668577144763,0.006187050018801972,-0.011839710829577042,-0.0026707961932556533
214,0.013437532696771164,0.0014596831652164074,0.012694170812264758,0.007230581939138226
215,-0.013184145893470443,0.017493249269493843,-0.013362393132233506,0.019436331169182443
216,0.005295022392494848,0.011420787303653016,0.004031672434959833,0.005126707104090807
217,0.009882554690624842,-0.023525920897616254,-0.009242142156880134,-0.009740479977678324
218,0.010227127617083966,0.018937094685167966,0.015686890199082475,0.02060158445564396
219,0.00809284400580146,0.0025334247660136985,0.004992101401381918,0.012677289001208403
220,-0.03876497973087072,-0.026557284767392903,-0.016196211740281623,0.004559129277598229
221,0.009666606505364128,-0.018575298972801663,-0.016858594399166798,-0.004566656678758453
222,0.0042361651440723765,-0.01114163512597965,-0.01637157600729804,0.00452053223418368
223,-7.926303979691331e-05,-0.013720585693793006,-0.02672514322900572,0.0055598349616713776
224,0.007416978167101639,0.008857653894289596,-0.011350573757939615,-0.006010192585284474
225,-0.008714760024777278,-0.0017368817186439543,-0.002036992514328057,0.011925996986229224
226,-0.00553900566804617,-0.010819235289959995,0.012819411918617614,0.0053357455130019806
227,0.010313534503833814,-0.026644316723135185,-0.00786443240440298,-4.354450175107731e-05
228,0.01069956737329016,-0.01635043349651596,-0.00493247253870393,0.0017833622195642552
229,-0.007003500567580343,-0.010558732948092163,-0.0010538105525652159,0.00017278509247516588
230,-0.02162311800942079,-0.0010710363036896256,-0.00854627658082449,-0.008438307331253107
231,-0.03008488668293428,-0.003531265205187655,-0.0008830426678343836,0.001061696693596453
232,-0.02308805113212812,-0.02145457504936307,-0.007618273446958153,0.014477772436946553
233,0.0010258908266503163,0.037396020771988,0.014478074851024082,-0.0005555913377388122
234,0.020815103777134095,0.007552161244525941,0.005192099455834985,-0.003091766843019799
235,0.02623927344789703,0.010752668492798425,0.0030460811577258068,0.0024042092726680973
236,-0.0360103985093961,-0.018587348079307037,0.0017615308885669612,-0.011962773804600963
237,0.002280950568993571,-0.0029969423387283573,0.002715115544044453,0.0033016883860948676
238,0.02820842594799253,3.7442709199721354e-06,0.009307068156193131,0.013102329781652542
239,0.0010892849544257874,-0.004412960830538716,-0.009834372537936613,0.004338596163604165
240,0.0038364518752223606,-0.01736898316963845,-0.010844748355092138,0.005554359741435911
241,0.011270001175586146,-0.016737298323866515,0.005020056152317946,0.016591920342158974
242,-0.010907326083483984,0.014250199870671004,0.0027816206313204628,-0.005821344843004438
243,-0.01583903275813401,-0.003557452123959933,-0.0016402832584111447,-0.020292996840386483
244,-0.019672928763318498,0.015367342989006038,0.027358918136984874,0.0072314267427379154
245,-0.008269201016993105,-0.017163611757828736,0.0020670471455619785,-0.003239011756858007
246,-0.006781732580790226,0.017606386467949573,-0.012165434583933692,0.01080485662088812
247,0.005533579780064721,0.00618211472944206,-0.0004753710875845246,-0.01895097430594907
248,-0.004692346442987473,0.0032721816430173914,0.014680168466089074,-0.0030807218629875363
249,-0.018872455712785827,-0.02834234042849802,-0.011745393154779977,0.0010834694578667702
250,-0.008775520099272188,-0.02130391762732142,-0.01572251352075024,-0.009232315549489759
251,-0.0033853011596253315,-0.00607586390452242,-0.01628680203874994,0.005825224319674373
252,-0.014749677050835458,0.00082150585832089,-0.021683424715472393,0.001614116889546393
253,-0.028271700884667905,-0.006550493697560147,-0.03509324548788046,2.335088922320963e-05
254,0.0033893569575984064,0.009043772417579993,0.01098146471392455,0.005372491188619358
255,-0.013075190885072637,-0.0032508773104514134,-0.002203262858937725,0.019969756197348
256,-0.017945843221698662,-0.021833509782919067,-0.01706169352572156,-0.0023680463744334282
257,-0.015898067436470258,0.0027889555237409166,-0.0005190548790130764,-0.01734466721485477
258,-0.0013825212367343603,-0.014025590832609684,0.00045994367175627765,0.013822486970887286
259,0.002963529901096889,0.025771327000410817,0.01324475304153027,0.013544397088421692
260,-0.022634536759591425,-0.007739535526739928,-0.025286864627115442,-0.002310311549738697
261,0.013223176781471549,0.0005199789536352425,-0.007601302624103081,-0.014239464017109724
262,-0.008206325921064342,-0.031129192863425473,-0.010152490810289336,-0.000231567576989838
263,-0.0044838078582692485,-0.009494850514593265,0.000649359477436095,-0.008133503442672519
264,0.012710140252185934,-0.005557945498406717,-0.008220768986090978,-0.0030609919547139506
265,-0.03058132580211478,0.024445009611629345,-0.012023600981795737,-0.016161034940939786
266,-0.00888994711162463,0.004723747074929009,0.0203098763351155,0.010915447783384042
267,0.009000272460999175,0.0016613649025165262,0.004342398052710753,0.005601523222005168
268,-0.009121044939019258,0.016523197485267864,-0.0076764602697246016,-0.0032416612722299325
269,0.019652647367846717,0.02829178417470418,0.00028169461040153355,0.013578590365966262
270,-0.0005660003521205798,0.002648176530475244,0.008325340378242074,0.020732757458187766
271,0.0016343278856689987,-0.0017126906793905232,-0.014989890947357663,0.0027933734667167495
272,0.0018463964058213786,0.0044101953438512986,0.003918497153623439,0.0002978531482514681
273,-0.006639576278738689,-0.0036176054423240817,-0.014191071974115033,-0.001282358218473441
274,-0.016300717231029025,0.02097637045544626,-0.004808261381213391,0.005007505230558848
275,-0.032823766939196454,0.025863657462495478,-0.023344687507282354,3.6410757927461934e-05
276,-0.020743896875111918,0.0018545578362654752,-0.013934017551152178,-0.011354769362832168
277,0.02471296588718653,-0.010210576976261381,0.0032209250400195804,0.002800616345612749
278,-0.006308867507535558,-0.012733017985989331,-0.010431068849073185,0.001917703983269816
279,-0.03130699823775997,-0.025201355313366043,-0.023466471780950935,0.005582363071451129
280,-0.0008852392283291188,-0.01638860096479449,-0.019866635876900685,-0.012804738642905043
281,-0.02942241194516034,-0.0050685382511084605,-0.01517567859675246,-0.00989451411394542
282,0.0045989391126557986,-0.00035810509976237414,-0.0031821021559603935,0.004673634881811901
283,-0.017659899810439878,-0.023394880721024316,-0.012880835790072471,0.005712272163244994
284,-0.024814395419323055,0.00032423789076037264,-0.013558437466896339,0.005529919962531494
285,0.015928271515881984,-0.008903482438237215,0.0011398754138622577,0.0014267629725597027
286,0.0011693024377637954,-0.0024700260156541995,0.01289204350751564,-0.014785986917528453
287,-0.028382728371790008,-0.012882834567265269,-0.002464290028626428,-0.025030944975660357
288,0.00016773690669293556,0.026463601716958923,-0.007312569398175982,0.01362950080200354
289,0.031813209075973285,-0.00493443917619403,-0.009430487908742461,-0.0010038614807748633
290,0.05063185090690494,0.002242168810493203,0.03150743456651381,-0.012905665246375831
291,0.011791889397928,-0.023701174387436658,-0.029594840843002387,0.004479414681786913
292,0.0019463854380907149,-0.009141418041425226,-0.015180607627253461,0.0023153006904838513
293,-0.003125888790786649,-0.004246823898665603,0.007289815916895279,-0.003683167067941158
294,0.01970795926001064,0.015076008351373911,0.026130421504457185,-0.008186769179937478
295,0.013833666399218777,-0.005988549715850433,-0.014909680140958734,-0.014738324813227453
296,0.019205773415641652,-0.002183813761080906,0.017199436852187323,-0.0014096959735529265
297,-0.013966135959613666,0.004699980123618763,-0.0037660541133100163,-0.013543852523600464
298,0.006725728120963224,-0.0055190263963558125,0.021761137118182092,0.003666928848065291
299,0.005053685304711325,-0.004402037021903648,-0.0028826750638927512,0.013541306036244646
300,-0.005118890438201324,0.0026171744786462423,-0.000885762849475217,0.005425700578202742
301,-0.0010855113279412125,-0.00374650844961942,0.006888425095040686,-0.007241390102800297
302,0.03138144840597462,-0.005395892652347228,0.02153917610892564,-0.005629868121309136
303,0.01588228539236516,-0.0025591416405644158,0.008055270366110824,0.013149892748158924
304,0.007856211898090633,-0.0021131979267580894,0.015094815849397926,0.02128017399395577
305,0.019643625644539975,0.013718290328042254,0.00393712793501217,0.00732314980757963
306,0.0018522318375771571,0.0038580218945626892,0.0018364175077498904,-0.0008002366297896968
307,0.007230294165197237,-0.029979555398611923,-0.008747360553539517,-0.016437071681651528
308,0.02113987239683094,-0.026770697329287503,0.003392812464429007,0.014549284418171072
309,-0.025901214988519362,-0.011835613498254455,-0.019209348389499895,0.0132839811281524
310,0.002817546993808731,0.004017887789034111,0.010092914180311352,-0.009548020289720108
311,-0.0014112158889372681,0.018663862419644635,0.008814586702284697,-0.005582929535967268
312,-0.016185279446806495,0.011667103787569796,-0.0011164335811894904,0.008578778005504273
313,0.033256472986873974,0.027257920314086692,0.004542378045132043,-0.006043108774317671
314,-0.01907776673861339,-0.02515522038679827,-0.00880823853033301,-0.004850823268478505
315,-0.004089295274455404,-0.00208864669344064,-0.010904590771818615,-0.009317822956034512
316,-0.013866780963166866,0.010743573997492581,0.003246651796933332,-0.008714372160312093
317,0.022995733301013392,0.0035304532407546096,-0.007295384154860816,0.008569505136188864
318,0.014504811398613187,0.021561945248032965,-0.0014670966768367889,0.005357834075478678
319,-0.02523132561094229,-0.026450258860102056,-0.02412141149685008,-0.0075689431618758485
320,-0.001655909387015668,0.0030897606644278786,-0.007664148790023157,0.01004904775856172
321,-0.00614765098072683,0.00872904347845724,0.030212825498010253,0.004871800995730716
322,-0.005391216794297948,0.029371065830309795,0.012557080851806658,0.02770434743867784
323,0.008168084016175706,-0.005971040351537974,-0.0026569849847105083,-0.0009304505065462483
324,-0.013570139309865194,-0.005996795462480225,-0.010116188658293961,0.0017549174781493187
325,0.01790449429296796,-0.0007908264800134486,0.0055390995898523445,-0.006272700284404517
326,-0.014365920753588557,0.0022144239343847684,-0.002647000832958956,-0.0007754895639440972
327,-0.01004091530344167,-0.016443040306590613,-0.010406902418112363,0.005653634029979877
328,-0.01151914151352776,-0.017630210037137238,-0.014375690282043841,-0.015621001437879877
329,0.010041919974513258,0.011096134974924362,0.01718020405341514,-9.082932178077448e-05
330,0.003815165831385088,-0.005663336824998635,-0.0006974243965629371,0.004519121628278595
331,-0.020088174523059058,0.01086664387707128,0.01449014980127505,-0.0019683417855974428
332,0.024079239376396052,0.015723282893119046,-0.005733279454432483,0.016180410369370856
333,0.016945432262492035,-0.00848921210391864,-0.003171127540555296,-0.0029083796149718885
334,0.004531038389768938,0.007042102234177309,0.010808103132044514,0.0026993267161404895
335,-0.0014689354428004178,-0.0003382778900572039,-0.005414039150479804,0.011891550543418025
336,-0.03189521686237769,-0.013347535892492692,0.022247299283839575,0.004559751275868214
337,0.014482767288519712,0.012415465141043448,0.02515338722263453,-0.0158266676355961
338,0.0007033438048682657,-0.011977448061112802,-0.0013120008020177905,-0.027022368374087585
339,0.007127896685348989,-0.005745042010438672,0.019809558886879713,0.001175344736885088
340,0.006748787967809841,-0.0024377997146745305,-0.0025489027276944663,-0.009273924398861173
