Date,Open,High,Low,Close,Volume
2020-02-10,295.8961080439902,297.383013384548,294.1949303438277,296.18816707489634,3360129
2020-02-11,294.5328263460967,295.7020337474137,292.22169962200053,294.8673964264327,5098411
2020-02-12,293.876315973437,295.35280294725055,291.47047793759964,292.4691411287102,4064379
2020-02-13,297.3825087852422,296.6341606111499,294.50212152743757,296.1224358821628,2162086
2020-02-14,291.2783758797791,292.56523370610256,290.0828242945339,290.70375968367136,4922928
2020-02-17,292.1684741847781,294.3727510021917,291.57448611858257,292.548104660528,3191726
2020-02-18,286.0339097028415,286.8512598397946,283.50267620379407,285.8519514551103,4085996
2020-02-19,283.7257954014295,285.8959919501678,281.0506979772788,283.78559843438745,5210905
2020-02-20,279.64258547462333,282.1184327876312,279.0896236430658,280.0078456589759,2277934
2020-02-21,285.7703256663056,286.116866709151,282.5913448530727,284.7603766749635,3584279
2020-02-24,291.38882397758624,291.5329464805276,289.03184886835186,290.5941440175656,2835071
2020-02-25,290.2035273422902,289.9120049731622,287.57841386596084,289.5840471920772,4849925
2020-02-26,292.0560745977057,294.9757610160284,291.3604555918595,292.43188473119636,3518628
2020-02-27,291.6280981261685,294.78151721925366,290.87800653458737,291.90957728611085,5994665
2020-02-28,293.46049597058067,294.6944726245728,293.2642164036083,293.8702896865799,3257684
2020-03-02,291.9943525939179,292.3790929152651,289.9846948101547,291.4461578773427,4888878
2020-03-03,286.6029665919513,287.7738158997482,285.7678232491493,285.9273365189623,5285819
2020-03-04,281.07650429251487,282.39414153328687,277.8010550854151,280.2117782014519,5347026
2020-03-05,281.69108056536203,283.8826486596548,280.8160717354355,281.50298067487824,3217058
2020-03-06,288.2566255268071,291.0604476770094,287.0119372249316,288.8424960150426,5325347
2020-03-09,290.6721759717545,291.7714139871226,288.3334832139318,289.79957356689954,3258255
2020-03-10,288.50590723829686,289.9460840860709,287.15267386786064,288.15377417795145,3796826
2020-03-11,295.90825062498294,294.5862914775416,291.7638108143379,294.5437963844877,2189342
2020-03-12,295.03686256888733,296.8589601737282,292.904269932643,295.4121887335666,4573525
2020-03-13,294.8316042465131,297.92310067784257,293.6516558094762,295.8270399139575,2266722
2020-03-16,297.7531046655099,297.6489568279462,296.3994224244024,296.7506120058661,3325569
2020-03-17,294.9039413586071,297.1123257760489,295.01021318300707,296.38054514975016,2392259
2020-03-18,294.4119170393164,296.63658501447316,293.49372057617074,295.41711206277887,2160276
2020-03-19,291.03980638628565,292.3052363392666,290.4455803980577,290.7228811987335,3207208
2020-03-20,293.01252819751244,292.48746388874923,290.42031032233587,292.45522343655693,4456512
2020-03-23,291.49232104880826,294.4112762520533,289.8293382660388,292.21507655798746,4348412
2020-03-24,294.8869157871239,298.3696400855862,293.457923137365,296.27011594056927,4584268
2020-03-25,295.2685147770732,295.7717661304053,293.6268111089584,295.10840349513774,2780910
2020-03-26,289.6776941092813,289.58896512909183,288.7878824862786,288.87085806141005,2983956
2020-03-27,290.0361261384036,289.1214288271042,288.01741280755635,288.61783031256334,5917580
2020-03-30,293.7502506198636,295.5202532642484,291.93825684294535,294.3082073914554,4175783
2020-03-31,292.5377567836405,295.9190330086456,292.67075099976614,293.1056451660586,3977169
2020-04-01,290.8374590736786,291.370281564129,288.43039923787546,290.2365423992541,5634869
2020-04-02,287.2252564365299,289.05947804248734,284.53660263970767,286.4074273687185,5261486
2020-04-03,282.48737395191074,283.6024227265572,281.8308746916387,283.08932146162664,5904424
2020-04-06,281.0991723714535,282.874309813193,279.9830203063285,282.19879487945934,4017049
2020-04-07,277.8244905871058,279.93060746896396,278.176496163339,278.51870048068025,4912489
2020-04-08,282.65245314229776,283.78860531534275,281.60344792886536,283.3605203067135,3857909
2020-04-09,282.5624760869236,282.8455328712897,281.45042469437107,282.5253843054301,5527303
2020-04-10,282.07765231523507,284.84104073974646,280.5189308427935,282.94528333270677,3673655
2020-04-13,286.44599507747347,288.6551982927151,286.53024568570186,287.67023643045525,5146054
2020-04-14,294.05207111715254,294.73522326372154,292.13722725113445,292.6899963843712,2794194
2020-04-15,292.3695260580013,292.7224573993874,291.0526994983293,292.05876311833265,4814629
2020-04-16,291.81886070782866,294.1135892148478,291.69504639732946,293.2344424530964,4460287
2020-04-17,296.39938508508016,298.40415600865924,295.52638872596475,295.76346396320076,5785259
2020-04-20,294.2519635730054,296.90321659751106,292.64237379372037,295.19212804734656,5117599
2020-04-21,289.07076918007294,289.7284906840463,287.48922178063833,289.3736702954122,2172503
2020-04-22,291.7463392979401,292.8303584582807,290.69172366456695,291.60369433163595,2215391
2020-04-23,295.33586987045175,294.94535099618815,292.85872564815406,294.65048159889153,5381621
2020-04-24,297.48836872004995,296.31305967554135,293.2039666893114,296.11692024604446,5391130
2020-04-27,292.37703914277,294.75995038935173,291.3394951972352,293.106357983922,4439671
2020-04-28,291.18361706877556,292.8565101532937,291.34120183319624,292.5296337457079,4073059
2020-04-29,289.7785943521378,291.27325113335246,288.66956812495897,290.6501900414089,3997594
2020-04-30,289.24340845808877,289.94780627979463,287.5462897969307,289.7374640589508,4172524
2020-05-01,293.2722333610869,294.4313398657409,292.0845932582178,294.1040708132493,5484836
2020-05-04,299.09311821831767,300.66747046468424,298.6934118844399,299.32521696933657,4159249
2020-05-05,301.4643368077097,302.18202046981696,301.619118902612,301.68225505394616,3107131
2020-05-06,305.00327329757613,304.59673665392415,302.67989524566843,303.64209456566107,3547277
2020-05-07,307.4352620231945,307.38999987521805,304.7276962043342,306.05814905767414,3340514
2020-05-08,305.90199704286476,306.687323624537,303.5485223588906,306.09315225313895,2779206
2020-05-11,305.49032936581557,306.320717365779,305.6378370735584,305.908092749696,2592481
2020-05-12,304.8236895389879,304.1060249299341,301.0954517130828,303.65720878493545,4842898
2020-05-13,304.15181932019516,306.39890061159264,303.36119514469107,303.5417490737443,3152890
2020-05-14,312.70624949016974,312.5857217886666,310.52164753399234,311.4994973319473,3296468
2020-05-15,314.42210879680874,316.09747892508057,313.39248184966164,314.66383512420265,4500452
2020-05-18,312.02553293451956,315.88557584791823,310.60379760306535,313.5249088802388,2289069
2020-05-19,311.30252096659325,314.38607316709556,308.9702470279071,311.93063533006773,4188260
2020-05-20,308.0428818467061,311.1156681957298,308.8404152019549,308.9661178493089,3630492
2020-05-21,310.7345978556978,313.1272540122182,309.7508819126168,310.35901965140766,5822035
2020-05-22,312.1003658966489,313.47984935089147,310.4212952342597,311.81892187799264,3780672
2020-05-25,305.6399704243627,307.34500903670556,305.99983299845195,306.8356781102522,2355211
2020-05-26,309.54052924417147,310.4999164044532,305.6683485974311,308.61052692807584,3725819
2020-05-27,307.2571992946327,308.089377108116,304.8242858293638,306.70182367975656,2235127
2020-05-28,311.5148839070984,314.3693229394741,310.7646233260757,311.782768076122,2786791
2020-05-29,312.224151229597,313.17588562567,310.54323049366195,312.4168354994721,5665815
2020-06-01,318.53796611489076,320.79971984499747,316.4931054575855,318.64215754308725,5776550
2020-06-02,317.6525374109395,317.1034119775413,314.3553764984692,317.07147289130995,2658766
2020-06-03,316.0765019761628,317.3287388158188,313.3121747461638,316.11780966069017,5246122
2020-06-04,318.5479778638842,318.3726866245318,315.93812810668373,317.2745988293316,2606993
2020-06-05,321.5870027552797,321.4806427792191,318.7418600464313,321.1775688410795,3626342
2020-06-08,322.88145499588967,325.9809793690185,320.17929805182587,323.3268797346612,4920813
2020-06-09,319.80056673189955,321.5537900366852,317.2144539399592,318.9167671866698,4859059
2020-06-10,319.91457678169917,320.46015816886984,317.3210902111029,319.65977416391826,4311862
2020-06-11,318.82519505246756,322.0971275289791,318.2578886828107,319.8213730382214,2351541
2020-06-12,318.87156299575145,321.22153908495903,317.1315925058043,318.34975113829967,2029028
2020-06-15,317.3516158518674,317.9324926866377,315.45596253862954,316.0988484043675,3105212
2020-06-16,322.38200625542265,323.69595950874486,322.2125639984121,322.5066686448041,4952877
2020-06-17,321.41747589874865,323.35482992883556,320.12135767610465,321.1635265669022,2994980
2020-06-18,316.8236568411715,319.43656797394374,317.0496144519661,318.17824208781224,4793784
2020-06-19,319.1432785931988,322.39816524685403,318.73911838432684,320.5662908022376,2551666
2020-06-22,320.3395597765872,323.2466051961564,318.9695381661596,321.12273128096854,2683025
2020-06-23,322.37350011200687,321.8680014340667,318.64694238767265,320.9280377900166,3827915
2020-06-24,322.58755962168965,326.0107699625462,321.3747720062379,323.86579631491156,4166711
2020-06-25,325.1542200253688,327.4019509839672,323.8834461118139,325.74761262356554,5975398
2020-06-26,327.68789346532515,329.11146135527736,325.49536442703965,327.1709804717333,2859265
2020-06-29,332.15125836853326,331.8074852345762,328.8274762589544,330.8513201898815,5490132
2020-06-30,333.5248502332786,334.477257948883,329.6687314116853,332.0011391530441,5192642
2020-07-01,330.23440050550016,330.262682044691,326.9818817461335,329.7702953253613,5050814
2020-07-02,327.00674783270927,330.08098214429486,327.6741463811667,328.5015701182916,3576810
2020-07-03,326.4522729669495,328.3862872054655,323.843398583027,326.64943158527643,4794287
2020-07-06,328.8153057831857,327.53687001559365,326.8616658552865,327.5100430336983,5856697
2020-07-07,322.98822495321167,326.1931716587928,323.55678754696146,323.6131093020737,5427350
2020-07-08,315.47167610486247,318.79670015863815,314.51300613669986,317.0387836662405,4053066
2020-07-09,318.78149256675965,317.68659518706994,316.7037463827845,317.43620526211663,5746698
2020-07-10,313.9625197708336,315.39574865034103,310.1185471442312,312.7409855902685,5256871
2020-07-13,306.67086402832075,308.1455481796529,304.88094782217655,305.9724757207742,4153168
2020-07-14,306.3238700364431,310.1596532650262,306.26377425629977,307.3482584740519,2379143
2020-07-15,305.62190471856934,307.03699443884545,302.3051111028867,304.95739742593275,3145645
2020-07-16,305.6064010820998,308.29990924773324,304.4275678747754,306.7554328376988,2004278
2020-07-17,304.2256878771923,307.40239256615985,304.81382629606725,304.9917274857289,2579010
2020-07-20,299.7790189393784,302.29225812291975,298.36815930520805,301.2124922988072,3905073
2020-07-21,296.22427920409643,298.36438993201153,296.4513370244342,297.0703506148782,3107632
2020-07-22,296.5593744683438,296.467682033162,293.44648025980734,295.4156743768499,5546906
2020-07-23,295.3027063526218,295.53639923937226,291.8053150826158,294.57591188117345,5974152
2020-07-24,292.42869704943587,294.6659353322901,289.4531408335865,291.9121059917843,4878319
2020-07-27,291.3530049181654,292.5308065956751,289.6356087698985,291.0568068196212,4799918
2020-07-28,285.2981215653242,287.5555351382278,283.3937884654012,286.10356833566925,3518979
2020-07-29,285.04010609443264,287.3064963715427,284.2603044109632,286.223031151535,3079802
2020-07-30,279.8398334491548,281.4508882863691,279.83044467044857,280.531619940923,4174714
2020-07-31,280.99085444180815,280.6331350428744,277.2867373201494,279.9865303878658,3508784
2020-08-03,282.3270011088359,284.9597350289049,280.6793340757821,282.2804958950103,2242274
2020-08-04,284.64134169954866,287.96377237209845,284.94817664620143,285.86962198667993,5622906
2020-08-05,290.9250182665393,292.9573127241488,290.2879683948274,291.5548810055752,2768039
2020-08-06,286.38765634485634,288.2396451119449,285.9717983194609,286.5275781958027,2150873
2020-08-07,288.139939458184,291.500711733189,287.4184822941366,289.07642520138785,3631740
2020-08-10,291.9799763306282,294.21620629039086,291.4706672185542,293.13176834397837,3085873
2020-08-11,296.4532903939536,297.3206068784855,296.0109075682111,296.484184079886,5231591
2020-08-12,294.553245761056,294.85112245533816,292.2333609449741,293.45065761491117,5486700
2020-08-13,294.10672437679386,296.2558693934803,294.1134455809279,294.8987330914668,3268225
2020-08-14,301.0636982555761,303.7639190919117,298.5627906596413,301.2607724125464,4620795
2020-08-17,297.1468903768124,298.91430478498347,295.68705215957704,296.26429087280974,5859907
2020-08-18,298.13858789291356,300.50356851577914,296.13164872055086,297.94421379708655,2437738
2020-08-19,302.1975815630422,303.89756904702386,299.8701746347518,301.8021379118438,5774510
2020-08-20,300.1472411642258,301.0846699161769,297.69545389371325,299.5035303895861,4815175
2020-08-21,302.51416954862344,302.09295324905577,300.4410701282663,301.5662243412993,2681920
2020-08-24,296.6711511309082,300.77725222374374,297.27300096422266,298.001951915068,5328404
2020-08-25,295.5541161446896,297.86764626536655,295.3204502938898,295.34484256382643,5191497
2020-08-26,291.48605352268544,294.2351692042957,292.0961606948667,292.69525632049795,3272415
2020-08-27,292.41053406274517,295.62124021994896,291.01990384535765,293.4084676977542,2060041
2020-08-28,291.8652038574099,295.81622353864316,292.3651083137462,293.1801509988292,4193958
2020-08-31,295.48097114150414,297.346942168801,294.86128307816034,296.4442263663238,5673735
2020-09-01,294.4705699527673,295.05798974836125,292.50179950034044,293.3746630555823,5042558
2020-09-02,292.04331654277746,295.82259356014583,292.8242285570536,293.0124660346966,2592854
2020-09-03,294.8804825478936,296.9600112622854,295.0492871978577,296.2980613456352,4302249
2020-09-04,297.5303375966475,298.71137670803137,295.3037858686848,298.26361266670256,3417208
2020-09-07,294.68300060248777,296.68136394628675,292.7109476517876,293.89155989640807,5981678
2020-09-08,296.2800735409533,298.78602682592543,295.20358252202595,296.19165586307133,3929914
2020-09-09,294.7947305404274,294.7925922086519,292.97546039571404,294.66383275262245,5148745
2020-09-10,296.50429591739515,297.7462907136115,294.96778299096707,296.0292312769261,5157673
2020-09-11,296.5605243247861,299.0334501564301,296.414108794171,297.11544702717373,4837353
2020-09-14,302.20034482073066,303.4882109365925,300.1778951894833,301.3281062291684,3084433
2020-09-15,301.78246785024163,303.6629336991838,299.08610263264205,301.80302367217723,2158423
2020-09-16,295.0341296404776,297.2628702103605,295.1782847388072,295.6001087301555,4140018
2020-09-17,290.42538542090335,292.8863430529292,290.7362097449397,291.1177959383884,4406836
2020-09-18,295.0333091679893,295.43509219019774,291.4014311632953,293.61567032713,5395730
2020-09-21,293.6713376377846,293.10131414875246,292.2815702528632,292.8310469306785,3133934
2020-09-22,296.87523196411223,297.2253603374786,296.3208566230108,296.70917649253454,5475116
2020-09-23,297.7454972066556,298.5577485831807,296.9813005880534,297.70591437049353,3729766
2020-09-24,295.57930684784435,298.00255137400205,292.656615240758,295.26276899628436,3489329
2020-09-25,297.5622177615782,300.3809558793609,296.17333112365156,298.98464448765674,3028902
2020-09-28,295.10041357940094,298.1534183667573,293.5709706650731,296.33493781212997,3743394
2020-09-29,290.0201706876087,292.3952379189698,288.6818639052992,289.5907840369846,5618081
2020-09-30,297.03503384199337,296.82035335083566,293.8367455248426,296.52254524337013,3225048
2020-10-01,291.37064211512956,290.7994165930573,290.0568727971891,290.2406981343393,4771814
2020-10-02,292.7555345356193,293.2395518037139,291.00771971666626,292.4167440479612,2883168
2020-10-05,296.33821574823355,298.3382035659877,293.98887593899406,295.6211522296481,5134933
2020-10-06,296.3830874552794,298.316212173362,294.85863208064507,296.1895106657583,2169450
2020-10-07,290.3773954582035,291.042535007596,287.8189623813656,290.6630628672122,5636608
2020-10-08,293.97389938804895,294.31084033526406,291.88409834472395,294.1021332238403,5463574
2020-10-09,290.7203931389405,289.89907297273527,288.02529506986286,289.4072032557382,2888883
2020-10-12,286.3368069660381,287.71397795965515,283.01471807405323,285.1035828767183,2134776
2020-10-13,285.09670321174605,285.20454967231933,281.8430760264492,284.00868092590656,4374850
2020-10-14,286.8410103296369,289.1248387042765,286.31025461735214,286.6318903283566,2126109
2020-10-15,286.8589813434357,290.1173405999354,286.75435432624266,287.6817765902928,2195332
2020-10-16,289.18807976090636,293.2189568886374,289.4610301044808,290.41221643559743,2868092
2020-10-19,290.2128505035167,290.5954477522345,286.3018574535081,289.02814649496077,5153997
2020-10-20,287.3917350858032,289.3262516470988,286.07466533457944,288.5374467833981,3905400
2020-10-21,284.5018492697113,286.37873122292626,284.0567124525035,284.91307425483365,2601170
2020-10-22,284.8522612284412,286.49963750887576,281.15714790412187,283.96312529288474,3365950
2020-10-23,285.11198883349965,288.66248607523187,285.74432071536563,285.95172558043464,4316471
2020-10-26,285.900975270806,286.18703942847,284.1012743143055,285.05337656531947,5503298
2020-10-27,285.9134659976964,288.06331624987257,286.08999535618705,286.6668752318775,2955886
2020-10-28,285.6924391479511,287.1546051487467,283.39824149566715,284.8816080822268,3110020
2020-10-29,283.64488255760637,284.169705672529,280.48492832668654,283.04609635957286,3494085
2020-10-30,282.6378535990771,283.9223857981645,281.01196529679584,283.24353474479767,2726092
2020-11-02,282.22991170801276,283.47964308133305,282.58453491796234,282.68988962871043,5373732
2020-11-03,284.2760941123151,286.0339159890581,283.9600793438376,284.66717542860397,4595667
2020-11-04,285.536902541542,285.9955434536981,283.0968087901113,285.31547224960826,2642042
2020-11-05,292.2589039775405,293.3010394991637,290.2598519623191,291.0753984965431,5543283
2020-11-06,290.5595820568502,292.36313151853653,288.0496613680818,290.425380002507,5121817
2020-11-09,289.50907568757884,292.45372438088566,287.9472877359393,289.7513228212314,3925112
2020-11-10,286.11449446368823,288.56562646509303,284.4296349162826,286.426581855059,5161868
2020-11-11,285.6428346609952,287.8721797874431,284.5263410333841,286.5731129083906,2314143
2020-11-12,289.36453743985186,289.401271163131,287.2073092081722,288.8736582952939,4717298
2020-11-13,286.519681880119,287.20571586563244,286.0030132377098,286.5314877613695,2992497
2020-11-16,287.5744929918079,288.9830176241095,284.1176644583119,286.44266075004,4577181
2020-11-17,288.90541894461745,290.69512535316215,287.23072114319007,288.85915649317565,5551127
2020-11-18,289.8317230786817,288.8251951711409,286.4347203297453,288.5168188030451,4778743
2020-11-19,286.7245863160023,288.3300851756056,286.82086289116523,286.8960894597975,5531829
2020-11-20,290.19784146289317,292.3758764126194,289.6257300003158,290.1526333361199,4026805
2020-11-23,289.6227732216042,292.8838170294858,288.9030368798045,290.54555488675,3167563
2020-11-24,292.7731694755205,294.37932545081827,289.5895562636907,291.92886888338717,4863770
2020-11-25,294.51232932016825,298.602919739442,294.83785842836096,295.9071435023686,3326324
2020-11-26,298.8888291026903,301.29716299063506,297.5982529773787,299.8509557853674,3709784
2020-11-27,298.19623770903377,300.741821692885,298.74389720489125,298.74841159117085,3702813
2020-11-30,298.05659697214304,297.2668924366662,296.91641329038947,297.0490117675806,5818001
2020-12-01,298.4149067766607,300.0557366666084,296.03128001182233,298.083629446877,2147037
2020-12-02,297.13655980711087,299.2426171497297,294.7711514526105,297.7105150450858,3424893
2020-12-03,292.6488222539469,292.0606364050695,290.5192582226855,291.4394776744209,5309784
2020-12-04,296.74005454431074,296.50752247701826,294.7653194639809,295.7595454847524,3950173
2020-12-07,294.51137286245535,297.99359694665753,294.89292621221296,295.8993874497711,3345101
2020-12-08,297.6863824105155,299.1301753839337,296.7253362614703,298.4559662451664,5390391
2020-12-09,295.1684736406595,295.59697614024645,293.425385085431,294.58746563350655,2788696
2020-12-10,300.10512228863837,300.1248157231469,297.9089462388407,298.99773138898985,4769494
2020-12-11,297.80461498036334,299.3458221872826,294.80587205957005,297.08517654278984,2650116
2020-12-14,297.93703305030635,297.36962136596804,296.7922083387227,296.7978395538077,5189475
2020-12-15,291.09931459879533,292.424223335233,289.6487719467779,292.19276677181716,4765694
2020-12-16,290.27875758723076,292.2490014662018,289.5522041939488,291.714004937045,4333641
2020-12-17,290.8573477219345,293.1021922408792,288.2441563003074,291.0285377099286,2074111
2020-12-18,289.22333069995636,290.6376597760959,288.04758270002174,290.49103456791465,3540542
2020-12-21,292.48631316363367,293.63167734594975,289.69516390076734,292.01292493553615,5680971
2020-12-22,293.5019505643037,293.76043165536635,291.43076278154405,292.28679560195883,4004315
2020-12-23,295.3739004015492,296.7196602618094,293.3054342349667,295.61354395335655,5089900
2020-12-24,294.3562556867107,295.1444686569681,292.36603511925574,294.12291737837046,3088060
2020-12-25,290.56680046377187,292.4604482852275,289.8770019785055,290.89348872627096,4583946
2020-12-28,289.9274622892092,291.08109851920807,288.5480103295322,290.9041148190722,5543387
2020-12-29,291.9382089514969,294.0045849495242,291.6238158720086,293.0584006991412,5196877
2020-12-30,297.94073071709533,298.53702311079246,294.3724660441408,297.2988894977056,4210249
2020-12-31,301.34480666699346,300.55624176782527,297.96533151665227,300.1313376147003,2478659
2021-01-01,293.86047238761626,295.80121308768236,291.66854744043735,294.2574692831266,3595864
2021-01-04,294.5164101576771,296.507701945332,292.9286133790627,295.59306985601387,4088806
2021-01-05,301.59472555072347,300.80184177495613,298.8461745811553,300.60465969078933,4618196
2021-01-06,300.1787772050783,301.27961854843363,298.20831099545444,300.8941983325635,5724408
2021-01-07,300.01449384314844,300.1954117892762,297.4267627463447,299.21443942809725,2927587
2021-01-08,300.79868833011443,302.32897132980344,298.80499153298666,300.34122177672134,5713160
2021-01-11,298.14065573821273,301.0982912766929,295.7355807258235,298.707902470751,4628710
2021-01-12,300.9907695612058,302.419955649834,298.8617678912478,300.95664499596637,4773099
2021-01-13,300.5963094051759,301.1290967407825,298.9098542764732,300.9884972681984,5410780
2021-01-14,304.7119650564241,307.71433880647123,302.83497591099035,305.8578221154491,3753086
2021-01-15,306.82425591795163,310.45837529058525,305.737520848929,307.6729486468093,2178832
2021-01-18,305.4545967752871,305.3924254243489,305.2264675484326,305.2351482861064,5037208
2021-01-19,308.2738975968603,308.48169510139087,305.33389719992886,307.4128112787073,3390601
2021-01-20,309.5011355743631,310.82393075561845,308.817395907907,310.7715437288242,2549535
2021-01-21,307.9226447321771,310.636033337324,306.60533621692355,308.85303449438425,5946470
2021-01-22,305.9413601850612,307.7639185641158,304.44660371563964,307.44329604237396,4402081
2021-01-25,301.037195781893,302.40612376900924,297.37903479309114,299.58719796173006,5745481
2021-01-26,301.5572169386288,303.98182954866104,299.7378357802914,302.74847823737827,2618521
2021-01-27,300.4525209165549,302.6827931842727,298.44337029728393,300.81366571525933,4516734
2021-01-28,292.4295309659402,294.7008062203871,290.8567512918509,293.73529830690313,5891645
2021-01-29,287.9784880891346,288.9431155280023,286.7223267595369,287.97572966471125,2548618
2021-02-01,287.70165540987944,287.3545294443707,286.6139329358899,287.3213747812933,4331387
2021-02-02,289.9537019781904,292.39591806218533,288.28559625759135,289.8836425815823,4299200
2021-02-03,290.1797649495445,290.4456580212865,287.09109149081496,289.6643638670839,3822902
2021-02-04,290.46306609104823,292.01525145813315,288.7877405102703,291.29180128482426,4608196
2021-02-05,288.94164679188435,288.7848010759756,285.82131966936333,287.749083094493,2144367
2021-02-08,284.23737196902766,283.99932694056884,282.33331435695646,283.4773934762744,2515009
2021-02-09,285.52230408884157,287.3057777606974,285.6231130956517,286.4112410248895,5278464
2021-02-10,287.95131479492585,288.8967766086884,288.0145181843328,288.08692339520087,2814005
2021-02-11,286.6775244070272,290.8686627995755,286.8575919431332,288.0602007586663,2318671
2021-02-12,293.31450802066877,294.9143020724684,290.8812852261334,292.35248866527894,5706323
2021-02-15,290.43574568504715,290.10645447238335,286.44842649488584,289.2894997064593,4041847
2021-02-16,288.05554694533646,290.40385954895135,286.35275663062674,287.9871088632254,2758143
2021-02-17,291.02125721108143,291.5431675111143,289.74590281421837,291.4320429573681,3101528
2021-02-18,298.5353133577779,299.3365686498162,296.25802123841083,297.6441525722158,4207722
2021-02-19,297.31454537918563,300.3190474246947,297.70466438262895,297.7479627370021,3693725
2021-02-22,302.1737666385937,304.20782440190845,302.67924841797054,303.5494411891601,3885096
2021-02-23,302.05497094759664,302.04440248645824,299.57648815531684,301.5590487920106,4435641
2021-02-24,302.4821000698358,305.16966014427385,300.62121708906346,302.7653349921429,5539184
2021-02-25,303.7479769534741,304.2202626451008,299.3729388081075,302.24569128093646,4829050
2021-02-26,296.9673093449387,299.8189175931844,295.4964620152345,296.92641993751477,2098850
2021-03-01,296.7279560116083,298.3446216367782,295.82142271207834,297.87164593880937,5546862
2021-03-02,301.9697401212724,301.56195303821477,298.716173658125,301.1149957240602,4763691
2021-03-03,302.0683410216288,300.8518420872635,298.4049933920861,300.68530574078517,3938590
2021-03-04,299.38214642029806,301.49581285791265,300.1433628011978,300.5212630980129,4755072
2021-03-05,304.83572878998154,305.5285279152345,302.6634129382614,305.3827770039409,2721508
2021-03-08,301.11769882440325,303.01113946055216,298.89420077937854,301.1621280062751,4293100
2021-03-09,296.7795160814703,296.42053466957645,294.183576978462,296.1662257574647,4736920
2021-03-10,294.6500010035963,295.3880885679479,293.62883632418306,294.052386838404,2804982
2021-03-11,290.52347423032654,291.6574959611585,287.4259664309897,290.1629569187549,4706406
2021-03-12,295.77317398828006,294.9554978573382,292.69725282143077,294.7010184667593,5695042
2021-03-15,296.5119919291056,297.85928809934705,295.2492483517831,295.81257606575844,4780308
2021-03-16,291.60541063301457,295.90490014920033,291.2873564569254,293.0025595278667,4733080
2021-03-17,292.40858677713726,292.174791762092,290.61046886421127,291.04182354776003,3205027
2021-03-18,301.7027541155478,302.2687062692756,300.5492249619228,300.71458958852486,4322672
2021-03-19,299.2386488480292,299.8380686299709,296.5912249574893,298.71711183838244,5260120
2021-03-22,297.06277870946445,299.1245223184966,294.0381182851151,296.2221377791144,5993232
2021-03-23,298.2889996750678,299.84996500105683,295.7890026561427,297.32128800943394,3998446
2021-03-24,298.2077424643553,302.4584763435288,299.1081300256421,299.5566682437006,4683189
2021-03-25,300.79296425384354,301.54735924377513,299.40462089539506,300.38663239062436,4063297
2021-03-26,296.316308433012,298.32367903973994,297.07145704877735,297.3829628012892,3274974
2021-03-29,292.8622005376073,293.62145040848105,292.90840772993863,293.5740695696551,4714113
2021-03-30,296.5872033196801,295.8673116731344,295.4453054888563,295.64007365088014,3999701
2021-03-31,295.6754194767655,298.3595379776136,293.5733502300324,295.5332828111597,2978461
